"Incident: Incident Number","Subject","Incident Date/Time","City","Country","Description","NC4 Incident","Primary Type","Incident Status","Market","Philips Site or Building","Management Level"
"INC-0998","","5/17/2022 10:17 AM","Suzhou","","","","","Monitoring","","Suzhou - Industrial Park",""
"INC-0391","","8/31/2020 10:03 PM","Suzhou","","","","","Monitoring","","Suzhou - Industrial Park",""
"INC-0724","","9/18/2021 4:23 AM","Suzhou","","","","","Monitoring","","Suzhou - Industrial Park",""
"INC-0246","Fire Drill","11/14/2019 10:30 PM","Suzhou","China","the fire drill is exercised","","Continuity (crisis)","Closed","","Suzhou - Industrial Park","Site"
"INC-0280","Novel Corona Virus Breakout","1/19/2020 2:00 PM","Suzhou","China","The Novel Corona Virus break out from Wuhan, China on the Jan of 2020.
The lockdown order is issued by government authorities.  

the business continuity is potentially impacted.  Management team of Suzhou factory takes numbers of actions to minimize the risk to business","","Continuity (crisis)","Closed","","Suzhou - Industrial Park","Site"
"INC-0290","Crisis Management Exercise -Handle  COVID-19","1/19/2020 1:00 PM","Suzhou","China","The COVID-19 is continuous  spreading globally, this is a global crisis event in terms of public hygiene 
Crisis management team of Suzhou factory joins a crisis exercise based on the scenario of global pandemic event","","Health (Epidemic, Pandemic, Medical, Public health)","Active Crisis","","Suzhou - Industrial Park","Site"
"INC-0631","Meteorological: Tropical Storm","7/22/2021 2:00 AM","Suzhou","China","In-Fa has weakened to a tropical storm and is centered approximately 55 miles (89 kilometers) north-northeast of Ningbo, China. The storm is traveling northwestward at six miles (ten kilometers) per hour, while exhibiting maximum sustained winds of 52 miles (83 kilometers) per hour with gusts of up to 63 miles (102 kilometers) per hour. In-Fa made landfall over the island of Zhoushan, Zhejiang Province as a tropical storm early Sunday, July 25 local time. The typhoon is expected to bring heavy rainfall, strong winds, and storm surges throughout the impacted regions. 

In-Fa has caused power outages and evacuations in multiple areas of Japan?s Okinawa Prefecture. Over 1,400 properties are without power in Miyakojima, and over 2,100 properties have experienced power outages on the main island of Okinawa due to the storm. Over 55,000 people are under Level 4 evacuation orders in Miyakojima, while at least 15,900 people are also under Level 4 evacuation orders in Ishigaki, Taketomi, and Okinawa City. There have been no initial reports regarding the expected duration of those evacuation orders. There have also been no initial reports regarding any injuries in Okinawa Prefecture due to the approach of In-Fa.

Tropical Storm Risk has issued a Yellow Alert for China and the city of Shanghai within the next 12 hours, as well as for Ningbo and Hangzhou within the next 24 hours. A Yellow Alert indicates there is a 10?30 percent probability that the storm will result in maximum sustained winds of at least Category 1 strength, or greater than 50 percent probability that it will result in maximum sustained winds of at least tropical storm strength.","Meteorological: Tropical Storm","Meteorological (Tornado, Hurricane, Floods)","Closed","","Suzhou - Industrial Park","Site"
"INC-0247","Hong Kong Unrest","11/18/2019 4:00 AM","Suzhou","China","Hong Kong unrest last several months, currently, the situation is worse, the unrest is escalated.","","Continuity (crisis)","Active Crisis","","Suzhou - Industrial Park","Site"
"INC-0541","","4/11/2021 11:04 PM","Suzhou","","","","","Monitoring","","Suzhou - Industrial Park",""
"INC-0542","","4/12/2021 12:07 AM","Suzhou","","","","","Monitoring","","Suzhou - Industrial Park",""
"INC-0545","","4/20/2021 10:38 PM","Suzhou","","","","","Monitoring","","Suzhou - Industrial Park",""
"INC-0774","","10/26/2021 6:17 AM","Suzhou","","","","","Monitoring","","Suzhou - Industrial Park",""
"INC-0937","Suzhou COVID-19 Hotspot","2/16/2022 10:00 AM","Suzhou","China","Suzhou case increases","","Health (Epidemic, Pandemic, Medical, Public health)","Closed","","Suzhou - Industrial Park","Regional"
"INC-0238","Major Fire Burned at Suzhou site AND Earthquake at one of key suppliers  -  Loss of Premises","10/28/2019 10:00 PM","Suzhou","China","There are scenarios set up 

Scenario1- Loss of Premises- A major fire burned at workshop building of Suzhou site so that  existing workshop building cannot be continuously used for CT manufacturing. The CT manufacturing shall transfer to Outer Warehouse 

Scenario2 -Loss of Supplier - A key supplier - SHEN YANG SCIM EQUIPMENT Manufacture suffer the earthquake. The delivery is disrupted.  

The business continuity of Suzhou site shall be challenged by two scenarios","","Continuity (crisis)","Closed","","Suzhou - Industrial Park","Site"
"INC-0239","Major Fire Burned at Suzhou site AND Earthquake at one of key suppliers  -  Loss of Suppliers","10/28/2019 9:55 PM","Suzhou","China","There are scenarios set up 

Scenario1- Loss of Premises- A major fire burned at workshop building of Suzhou site so that  existing workshop building cannot be continuously used for CT manufacturing. The CT manufacturing shall transfer to Outer Warehouse 

Scenario2 -Loss of Supplier - A key supplier - SHEN YANG SCIM EQUIPMENT Manufacture suffer the earthquake. The delivery is disrupted.  

The business continuity of Suzhou site shall be challenged by two scenarios","","Continuity (crisis)","Closed","","Suzhou - Industrial Park","Site"
"INC-0209","Major Fire Burned at Suzhou site AND Earthquake at one of key suppliers  -  CMP Testing","10/28/2019 10:00 PM","Suzhou","China","There are scenarios set up 

Scenario1- Loss of Premises- A major fire burned at workshop building of Suzhou site so that  existing workshop building cannot be continuously used for CT manufacturing. The CT manufacturing shall transfer to Outer Warehouse 

Scenario2 -Loss of Supplier - A key supplier - SHEN YANG SCIM EQUIPMENT Manufacture suffer the earthquake. The delivery is disrupted.  

The business continuity of Suzhou site shall be challenged by two scenarios","","Continuity (crisis)","Closed","","Suzhou - Industrial Park","Site"
"INC-0142","A tornado destroyed the assembly floor","11/29/2018 1:42 AM","Suzhou","China","An F5 tornado struck the site.","","Continuity (crisis)","Active Crisis","","Suzhou - Industrial Park","Site"
"INC-0535","Suez Canal Blokage","3/23/2021 3:00 AM","Suzhou","China","A container ship was stranded within Suez canal since Mar 23rd 2021. the waterway is blocked","","Transportation Infrastructure (Road, Waterways, Rail, Air)","Closed","","Suzhou - Industrial Park","Site"
"INC-0656","","8/10/2021 8:16 AM","Suzhou","","","","","Monitoring","","Suzhou - Industrial Park",""
"INC-0725","","9/20/2021 2:31 AM","Suzhou","","","","","Monitoring","","Suzhou - Industrial Park",""
"INC-0726","","9/20/2021 3:14 AM","Suzhou","","","","","Monitoring","","Suzhou - Industrial Park",""
"INC-0727","","9/20/2021 3:39 AM","Suzhou","","","","","Monitoring","","Suzhou - Industrial Park",""
"INC-0245","Hong Kong Unrest","11/12/2019 11:00 PM","Suzhou","China","Hong Kong unrest last several months, currently, the situation is worse, the unrest is escalated.","","Continuity (crisis)","Active Crisis","","Suzhou - Industrial Park","Site"
"INC-0426","","10/26/2020 12:57 PM","Suzhou","","","","","Monitoring","","Suzhou - Industrial Park",""
"INC-1104","Heatwave China","8/19/2022 3:08 AM","Shanghai","China","China issues first national drought alert, battles to save crops in extreme heatwave","","Meteorological (Tornado, Hurricane, Floods)","Closed","","Shanghai - Zhang Jiang","Country"
"INC-0461","","12/2/2020 6:47 AM","Shanghai","","","","","Monitoring","","Shanghai - Zhang Jiang",""
"INC-0291","CMT of Shang Hai U/S -Handle COVID-19","1/29/2020 7:29 AM","Shanghai","China","COVID -19 is spreading within  China, 
The Crisis Management Team of Shanghai Ultrasound was activated to monitor, assess and response to this event.","","Health (Epidemic, Pandemic, Medical, Public health)","Closed","","Shanghai - Zhang Jiang","Site"
"INC-0659","","8/11/2021 10:15 PM","Shanghai","","","","","Monitoring","","Shanghai - Zhang Jiang",""
"INC-0686","","8/27/2021 5:51 AM","Shanghai","","","","","Monitoring","","Shanghai - Zhang Jiang",""
"INC-0732","","9/23/2021 10:55 PM","Shanghai","","","","","Monitoring","","Shanghai - Zhang Jiang",""
"INC-0760","","10/15/2021 4:19 AM","Shanghai","","","","","Monitoring","","Shanghai - Zhang Jiang",""
"INC-0641","","8/3/2021 7:46 AM","Shanghai","","","","","Monitoring","","Shanghai - Zhang Jiang",""
"INC-0666","","8/16/2021 4:45 AM","Shanghai","","","","","Monitoring","","Shanghai - Zhang Jiang",""
"INC-0699","","9/1/2021 4:59 AM","Shanghai","","","","","Monitoring","","Shanghai - Zhang Jiang",""
"INC-0640","","8/2/2021 11:55 PM","Shanghai","","","","","Monitoring","","Shanghai - Zhang Jiang",""
"INC-0143","Loss of premises","11/30/2018 1:16 AM","Shanghai","China","The site was lost due to any disaster (earthquack, flooding, tornado, fire, etc)","","Continuity (crisis)","","","Shanghai - Zhang Jiang","Site"
"INC-0266","All recovery procedures","12/16/2019 4:00 AM","Shanghai","China","Exercise and Test all procedures","","Continuity (crisis)","Active Crisis","","Shanghai - Zhang Jiang","Site"
"INC-1154","","9/22/2022 10:59 PM","Shanghai","","","","","Monitoring","","Shanghai - Zhang Jiang",""
"INC-1153","","9/22/2022 6:13 AM","Shanghai","","","","","Monitoring","","Shanghai - Zhang Jiang",""
"INC-1152","","9/22/2022 5:44 AM","Shanghai","","","","","Monitoring","","Shanghai - Zhang Jiang",""
"INC-1107","Fire","8/19/2022 6:38 AM","Amsterdam","","Fire at data center","","Fire (Fire suppression, explosion)","Closed","","Amsterdam - Philips Center","Site"
"INC-1108","Fire","8/19/2022 6:38 AM","Amsterdam","","Fire at Data Centre","","Fire (Fire suppression, explosion)","Active Crisis","","Amsterdam - Philips Center","Site"
"INC-0933","","2/15/2022 10:30 AM","Amsterdam","","","","","Monitoring","","Amsterdam - Amstelplein",""
"INC-0370","Fusion Demo","7/21/2020 8:25 AM","Amsterdam","Netherlands","Fusion Demonstration","","Meteorological (Tornado, Hurricane, Floods)","Closed","","Amsterdam - Amstelplein","Group"
"INC-0567","","5/21/2021 8:14 AM","Amsterdam","","","","","Monitoring","","Amsterdam - Amstelplein",""
"INC-0568","","5/21/2021 8:32 AM","Amsterdam","","","","","Monitoring","","Amsterdam - Amstelplein",""
"INC-0943","","2/23/2022 10:44 AM","Amsterdam","","","","","Monitoring","","Amsterdam - Amstelplein",""
"INC-0942","","2/23/2022 10:39 AM","Amsterdam","","","","","Monitoring","","Amsterdam - Amstelplein",""
"INC-0459","","11/27/2020 7:54 AM","Amsterdam","","","","","Monitoring","","Amsterdam - Amstelplein",""
"INC-0460","","11/27/2020 8:04 AM","Amsterdam","","","","","Monitoring","","Amsterdam - Amstelplein",""
"INC-0455","","11/23/2020 10:22 AM","Amsterdam","","","","","Monitoring","","Amsterdam - Amstelplein",""
"INC-0566","","5/19/2021 11:00 AM","Amsterdam","","","","","Monitoring","","Amsterdam - Amstelplein",""
"INC-0941","","2/23/2022 8:55 AM","Amsterdam","","","","","Monitoring","","Amsterdam - Amstelplein",""
"INC-1220","","11/17/2022 5:49 AM","Klagenfurt","","","","","Monitoring","","Klagenfurt",""
"INC-1166","","10/3/2022 9:32 AM","Klagenfurt","","","","","Monitoring","","Klagenfurt",""
"INC-1170","","10/4/2022 11:01 AM","Klagenfurt","","","","","Monitoring","","Klagenfurt",""
"INC-1169","","10/4/2022 6:36 AM","Klagenfurt","","","","","Monitoring","","Klagenfurt",""
"INC-1167","","10/3/2022 9:55 AM","Klagenfurt","","","","","Monitoring","","Klagenfurt",""
"INC-0146","Fire","12/3/2018 10:38 AM","Klagenfurt","Austria","The Site has sustained major structural damage. All employees escaped without injury. The fire brigade will not allow anyone to enter the building. After 1 week it was decided by building inspectors that all buildings within the site are unsafe and have to be torn down and rebuild.","","Continuity (crisis)","","","Klagenfurt","Site"
"INC-0591","","7/9/2021 4:42 AM","Klagenfurt","","","","","Monitoring","","Klagenfurt",""
"INC-0125","","10/19/2018 5:50 AM","Klagenfurt","Austria","","","","","","Klagenfurt",""
"INC-0911","","2/9/2022 7:24 AM","Klagenfurt","","","","","Monitoring","","Klagenfurt",""
"INC-0907","","2/9/2022 5:15 AM","Klagenfurt","","","","","Monitoring","","Klagenfurt",""
"INC-0909","","2/9/2022 7:18 AM","Klagenfurt","","","","","Monitoring","","Klagenfurt",""
"INC-0550","","4/23/2021 4:01 AM","Klagenfurt","","","","","Monitoring","","Klagenfurt",""
"INC-0551","","4/23/2021 4:20 AM","Klagenfurt","","","","","Monitoring","","Klagenfurt",""
"INC-0552","","4/23/2021 4:31 AM","Klagenfurt","","","","","Monitoring","","Klagenfurt",""
"INC-0293","","3/16/2020 5:16 AM","Klagenfurt","","","","","Monitoring","","Klagenfurt",""
"INC-0240","Loss of Workforce due to new company open nearby with similar scope","12/2/2019 10:30 AM","Klagenfurt","Austria","A new company with a similar scope as Philips opened nearby Site Klagenfurt. Therefore 75% of Toolshop, Process Engineers/NPIs and Maintenance employees left Philips within 3 weeks.","","Continuity (crisis)","Active Crisis","","Klagenfurt","Site"
"INC-0547","","4/22/2021 4:43 AM","Klagenfurt","","","","","Monitoring","","Klagenfurt",""
"INC-0548","","4/22/2021 4:58 AM","Klagenfurt","","","","","Monitoring","","Klagenfurt",""
"INC-0363","","7/7/2020 4:48 AM","Klagenfurt","","","","","Monitoring","","Klagenfurt",""
"INC-0908","","2/9/2022 7:13 AM","Klagenfurt","","","","","Monitoring","","Klagenfurt",""
"INC-0910","","2/9/2022 7:22 AM","Klagenfurt","","","","","Monitoring","","Klagenfurt",""
"INC-0863","","12/16/2021 8:10 AM","Klagenfurt","","","","","Monitoring","","Klagenfurt",""
"INC-0864","","12/16/2021 9:43 AM","Klagenfurt","","","","","Monitoring","","Klagenfurt",""
"INC-1320","","3/19/2023 9:47 AM","Hamburg","","","","","Monitoring","","Hamburg",""
"INC-1148","","9/16/2022 1:28 PM","Hamburg","","","","","Monitoring","","Hamburg",""
"INC-1147","","9/16/2022 1:22 PM","Hamburg","","","","","Monitoring","","Hamburg",""
"INC-1149","","9/16/2022 3:03 PM","Hamburg","","","","","Monitoring","","Hamburg",""
"INC-1146","","9/16/2022 12:01 PM","Hamburg","","","","","Monitoring","","Hamburg",""
"INC-1265","","1/18/2023 9:38 AM","Hamburg","","","","","Monitoring","","Hamburg",""
"INC-0653","","8/9/2021 5:27 AM","Hamburg","","","","","Monitoring","","Hamburg",""
"INC-0232","fire started in the MRC production,building G","10/16/2019 2:30 AM","Hamburg","Germany","Due to a short-circuit a fire started in the MRC production,building G, ?Heating insert? -workspace. By quick action of the employees the fire was able to be contained to just one segment of equipment. All equipment within the production area was lost due to fire and water damage and the area is closed off for at least one month.","","Continuity (crisis)","Active Crisis","","Hamburg","Site"
"INC-0328","","4/16/2020 3:36 AM","Hamburg","","","","","Monitoring","","Hamburg",""
"INC-0562","","5/10/2021 10:11 AM","Hamburg","","","","","Monitoring","","Hamburg",""
"INC-1319","","3/19/2023 8:23 AM","Hamburg","","","","","Monitoring","","Hamburg",""
"INC-1027","","6/14/2022 11:57 AM","Hamburg","","","","","Monitoring","","Hamburg",""
"INC-1035","","6/20/2022 4:56 AM","Hamburg","","","","","Monitoring","","Hamburg",""
"INC-1036","","6/20/2022 4:14 PM","Hamburg","","","","","Monitoring","","Hamburg",""
"INC-0771","","10/25/2021 10:22 AM","Hamburg","","","","","Monitoring","","Hamburg",""
"INC-0272","Lost of Supplier due to fire","2/17/2020 5:30 AM","Hamburg","Germany","Due to a fire the supplier BLANCO CS GmbH + Co KG was heavily damaged. Philips equipment placed at Blanco was destroyed and the mitigation strategy following the BCP must be applied to solve the incident and lower the impact on Philips' production.","","Continuity (crisis)","Closed","","Hamburg","Site"
